Ulasan;Label
Enak dan murah sesuai kantong mahasiswa dan pelajar walaupun terlalu ramai untuk aku yg introvert;positive
Nice coffee shop with satisfying service. The place is cozy to hang out or to work. Love the donuts and the macchiato 💕 definitely the best coffee place in town …;positive
"Minuman cepat disajikan, makanan nya lama sekali..
Indoor nya ruangan ac tp tetap panas padahal ac nya ada 3";positive
"Susana nyaman, rasa mantap, harga pas
Cocok buat nyantai, ngerjain tugas2 kuliah dan kerjaan kantor";positive
Maaf, layanan untuk kaka waiters perempuan yg berkaca mata kurang ramah dan tidak menjelaskan minuman yg di bawa. Terima kasih;negative
Lama, lelet, gaguna, kalo bln siap delivery online jangan soksokan buka online, nyusahin tau ga sih?!?;negative
"Pelayanan cepat dan ramah,
Harga terjangkau
Suasana tempat makan yang nyaman dan bersih";positive
Cafe ini menyajikan porsi yg besar, that's great! Paling mudah diingat kalau cari porsi yang banyak ya Oregano the answer. Aku pesan es teh, lalapan dan rujak dan semua nya disajikan dalam porsi yg besar. Lalapan nya enak karna sambal nya …;positive
Mantap;positive
Nice;positive
makanannya enak, tempatnya juga cozy;positive
murah, nyaman;positive
Makanannya enak, minumannya ga cuma kopi.. cocok buat remaja nongkrong.. tempatnya instagramable jadi cocok buat poto poto;positive
"INI BARU KOPISOP 😭
pelayanan ramah bintang 5. makanan enak, tempat dingin, ada wifi (buat kerja), ADA BASIC TEA kwkwkwkwkwk. terrrrrrrbaaaaiiiikkkkkkkkkk …";positive
Kopi terbaik dengan harga terbaik di Palangka Raya;positive
Pelayanannya lambat dan nunggu makanannya dimasak hampir 1 jam menunggu;negative
Memang pas dgn slogan dikala Rindu;neutral
"I  and my wife order fish and chips, already waiting almost 2 hour.. then the waiter come and ask ""can i see the bill""
They forgot to made our order, bad services.. not recomended";positive
Cozy and simple;positive
"Tempat bertemakan jepang, space luas.
Varian menu cukup banyak, makanan berat juga banyak. Rasa Minuman & makanan standar. Kurang pas buat yg mau sambil kerja lama bawa laptop krn colokan susah.";positive
Menu favorit saya di warung ini adalah gudeq ayamnya, tempatnya bersih, vintage, namun agak sempit dan satu hal lagi harganya menurut aq lumayan mahal...;positive
Coffe shop ny cozy bgt enak dan banyak varian menu makanan dan minuman nya, betah lama lama disini pokoknya 👍👍 …;positive
nunggu makanan nya lama 1jam cuman untuk makan.;negative
so far cukup comfy si walau masih under construction. pengen ke sini karena kepo banget sama bakmie n pisang goreng caramelnya, when i tried it, it tasted good as i expected 🤤 utk yg muslim jg adanya mushalla merupakan nilai ++ bgt biar memudahkan yg;positive
Aku mesan makanan take away jam 11.35 WIB dan kasirnya bilang nanti diantar pesanannya ke tempat duduk (pov : aku duduknya dekat pintu diluar dan dekat dgn kasir) dan sampe 1 jam 15 menit pesanan aku belum diantar juga …;negative
Tempat yg mantap buat nongkrong...;positive
Tempat ngopi yang sep sekale;positive
Kalo mau nyari Roti Gandum, di resto ini mereka menjual Roti Gandum yg enak dan harga terjangkau;positive
Mantapppp;positive
Rekomended, tmpatnya nyaman buat nongkrong, bsa sambil ngerjain tugas;positive
Makanan di Maju Makmur nyaman banar. Saya suka salted eggnya. Rekomend boy;positive
Tempatnya adem, kopinya enak👌🏻 …;positive
Ini tempatnya bagus sekali minumannya enak makanan nya juga pokok nya enak bgt;positive
Minuman dan Makanan lengkap, parkiran luas, tempat main golf, halamannya bisa tempat anak motor dan mobil santai, bisa drag race juga;positive
Menu banyak varian, rasa masakan mantap, ruangan cukup rapi & bersih, pelayanan baik & tidak harus menunggu lama.;positive
Cafe nyaa sangat indah dan pelayanan nya sangat baik sekali dan ramah banget...apalgi yang mas gondrong itu wah mantap pokok eee😁😁 …;positive
Enak pake bingits ..pasti balik lagi;positive
lamaaaa bngettt nunggu makanan nya;negative
Gk sempat foto kopinya, tapi americanonya lumayan;neutral
Goooddd;positive
kasir input sesuai pesanan, ramah, dan tetap sabar saat masih pilih menu;positive
Rasa kopi nya sangat kental dan Awet di mulut;positive
Tambaheee lagee...;neutral
About Something Coffee adalah salah satu tempat kopi paling laris di Palangka Raya. Untuk harga ramah di kantong, pilihan kopi juga lumayan banyak. Setiap hari tidak pernah sepi, untuk orang yang menyukai kopi dan ketenangan di sini bukan …;positive
makanannya enak, dan baristanya baik;positive
"lokasi di pinggir jalan
buka sampai jam 12 malam …";neutral
Layanan kurang bagus masa menunggu pesanan aja  lama,;negative
Tempatnya enak banget buat nongkrong. Rasa kopinya juga mantappppp sip;positive
👍👍👍 …;positive
Good food, good beverage (kopinya best lah) dan suasana cafenya enak buat nongkrong dan WFC;positive
"Tempat nya enak, tapi yang melayani nya ga enak, penjual seperti tidak butuh pembeli.
Mana ga sopan barista cewe ke barista cowo, masa ngasih barang dilempar sampe jatuh, hedehh🥲 …";positive
"good place, good beverages.
harga standar
tinggal nambah ac sama partisi kaca sih";positive
Minumannya enak;positive
Ini cafe terbaik sih dari segi menu dan pelayanan, kalau kesini wajib cobain menu coffe keganangan banar sama ayam betutunya sumpah ini menu terbaik, kalau mau yang noncoffe lecy tea jadii, snack nya masih hangett, nah agak kurang di tempat …;positive
Good coffee, and good place to talk with friends;positive
Rasa enak , tp porsinya kecil ga sesuai harga, suasana makan ribut karena terlalu dekat dgn badan jalan, parkir mobil susah ga ada tempat parkir khusus;positive
Tempatnya bagus sih, wifinya ga ada ya? Setidaknya kalau wifi ga ada, bisa kalii ditambah beberapa permainan misalnya kartu ToD atau uno;neutral
Orderan suka telat atau bahkan kayanya kelupaan karna lamaaaa bgt dtgnya pas ditanyain ulang bru dtg. Menu makanan masih kurang variatif, tp minumannya enak kok. Tempatnya cozy, ada live music tiap malem minggu. Kalo mau kesini malem minggu harus dat;negative
Tempatnya luas.. ada pilihan indoor dan outdoor.. suasananya santai tapi ttp asik. Menu makanannya terlalu DABEST sih di sini. Gak bisa berword-word lagi karena porsinya yang big size, rasanya yang super rekomended, dan harganya sangat …;positive
Jajanan dan makanan beratnya banyak, minumannya banyak, tempatnya luas, ada indoor dan outdoor, ada musala yang nyaman juga. Mantep pokoknya.;positive
"Thaitea terfavoriteeeee....
Saya sangat suka greentea ilove yomie
Harga terjangkau dan kualitas rasa tidak mainmain sayaaaa sukaaa";positive
Pelit listrik;negative
Nyaman dibawa santai.. Bikin hapy;positive
tempatnya nyaman, harganya pun terjangkau. cocok untuk yang lagi pengen ke cafe buat nugas dengan harga makanan dan minuman yang terjangkau.;positive
Aku pertama kali pas ada event suasananya bagus banget kopi juga enak kok👍. Pas aku kedua kali datang suasananya juga bagus disiang hari dan malam hari. Klo foto disiang hari aku ga sempat foto karna minum kopinya :d …;positive
Kopinya enak tapi agak manis menurutku. Masih terasa kopi dibanding manisnya. Makanannya lumayan. Tempatnya enak,;positive
Makanan sama minumannya the best, apalagi chicken salted egg dan beef teriyakinya 👍👍👍 …;positive
the duck fried crispy is very delicious and the place is comfort for family event;positive
Nyaman tempatnya enak buat kerjain tugas✨;positive
Tempat enak dan nyaman buat santai 👍 …;positive
padat;neutral
Cocok untuk nongki, cuman kalo hujan agak repot karena blm tersedia payung.;neutral
Favorite place to hang out with friends with cheap but tasty snacks;positive
Minumannya enak, tempat cozzy;positive
Copinya enak dan tempatnya bersih;positive
Tempatnya cozy, enak buat nongkrong di sore hari;positive
cozy and simple for milky coffee;positive
Bersih;positive
Tempatnya nyaman, makanannya juga enak;positive
