ulasan;label
Tempatnya cozy... enak buat nongkrong bareng temen atau pacar;positive
Enak dan mantab buat nongki;positive
Nyaman kalau di in door, kalau di out door bau pedesnya lumayan menggoda ..lapar 😃😃 karna disamping ada r.makan seblak 😀;positive
First time masuk wow tempat nya nyaman buat santai😉🤏🏻 …;positive
makanan enak , cake nya ud nyiba 3 varian semua enak minuman juga enak, pelayanannya yg top ramah dan friendly;positive
Tempat cuci enak pingir jalan aja sih,;positive
"Yang suka Single Origin kedai kopi ini recomended banget untuk area Palangkaraya
Pelayanannya ramah, tempat bersih dan nyaman …";positive
terbaik;positive
Tempat nongkrong yang asyik;positive
Good;positive
Nunggu makanannya lama, sdh 2 jam lebih.. sampai skrng masih nunggu;negative
Makanan sudah mau habis minuman nya ga datang² juga , kacau parah pelayanan nya apalagi kasir nya 👎👎👎 …;negative
good place to sit and relaxing. nearby hospitals and also provide spacious parking line. has live music shows at weekends times;positive
Almond choco dgn triple peach americano nya enak, tempat nya juga nyaman buat bersantai.;positive
Lumayan bagus tempatnya;positive
Mantap, makann nya enak2👍👍 …;positive
Best coffee in Palangkaraya city, quick service, comfy and cozy place.;positive
Tempat yang lumayan besar dan nyaman rasa dan harga terjangkau;positive
Minuman nya enak & Tempat nya mantap utk nongkrong;positive
Tempat yang tepat untuk bersantai 👌 …;positive
Bagus;positive
tempatnya gak begitu luas tapi selalu rame. pilihan menunya banyak dan beragam;positive
Kamu sayang ngga sama aku, kalau engga biar aku tinggal ngopi sama yang lebih sayang 😄 es kopi sekut …;neutral
Tempat nya cozy untuk menggibah hahahah Pelayanannya ramah meskipun senyumnya tipizzz banget🥲 …;positive
Rekomendasi ngopi di Palangka;positive
Menu camilan kurang variatif;negative
Good place to chill and talk;positive
Makanan di sini cukup enak, terutama Cireng Kuah yang jadi alasan utama saya tertarik datang. Teksturnya kenyal dengan kuah yang gurih, benar-benar cocok untuk cemilan pembuka. Sayangnya, Iga Bakar kurang memuaskan, tekstur dagingnya kurang …;neutral
Love the vibes. Ada hawa-hawa working space di tempat ini. Terniat tar mau ke sini bawa kerjaan. Tp kurang cocok klo mau rapat online, musiknya lumayan kenceng ... …;positive
ternyaman;positive
Sukaa sama menu nya yg banyakk, makanan dan minuman yg enakkk bangetttt🥹🥹❤️❤️❤️ trus tmptnya jg bikin nyaman untuk nongkiii🫰🏻🫰🏻 jayaaa terus maju makmur semoga makin ramee💪🏻 …;positive
"Tempatnya oke dan cukup luas,cocok buat nongkrong bareng teman2
Makanan dan minuman jg oke
Recommended dimsum dan cirengnya";positive
Lumayan;neutral
Salah satu tempat favorit untuk nongkrong dan santai bersama keluarga,tempat serta suasananya nyaman dan juga untuk menu yang tersedia bervariasi.....;positive
Varian minuman yg full good,non area disabilitas,ramah ,nyaman, banyak para sales kumpul, cocok bt bicara bisnis;positive
"Bakmi nya enak banget masya Allah..
Kopi nya juga masih tetep jadi favorite 👌🏽
Tempat nya luas, parkiran luas dan crew nya semua ramah 🤗✨ …";positive
Asyik untuk mencuci mobil dan santai minum kopi;positive
Tempat santai enak. Ada outdoor nya di belakang. Untuk menu sama kyk Nvrlnd pertama dan rasa yang sama 🥰 …;positive
Bagus pelayanan nya;positive
Menarik;positive
Enak banget kopinyaa;positive
Tempat yang nyaman;positive
Tabu nian;neutral
"Sangat Recommend untuk bersantai, pelayanan memuaskan 🔥🔥

Harga mahasiswa ☑️ …";positive
Suka banget mienya di sini, porsinya pas dengan harganya dan radanya enak banget, gak keasinan, gak hambar juga;positive
Ruaammee poll sihh.. mungkin karna awal buka dan outlet pertama di Palangka Raya. Ruangan nyaman, walaupun kalau lagi rame agak berisik.;positive
Lumayan, patut dicobaa..;positive
kali pertama berkunjung, have no complaint yet selain wondering harga 25'k untuk sebuah cafe latte dengan porsi minimalis dan rasa rata-rata, better be going somewhere with signature kopi susu 20'k ngga sih..? …;negative
Suasanany enak pas ga trllu pnh pengunjung;positive
Excited !!!;positive
mantap;positive
Selain rasa makanan dan minumannya enak, pelayan dan tempatnya baik 👍🏽 rekomendasi deh pokoknya …;positive
Tempat lumayan oke...cuci mobil sambil ngopi!;positive
"Terfavorit tetep kopi eskobar dan kopi maju makmur, tapi capucinonya juga mantap ternyata 🥰
Makanan2nya juga enak, walo kalo lagi rame pengunjung agak lama nunggu makanan …";positive
Tmpat nya asik spotnya banyak . Minuman sma makannya enak;positive
Jaka sembung makan permen, oke men;positive
Snack2 nya enak... Minumannya juga enak banget...tempatnya nyantai...;positive
Nice place...asik buat nongkrong bareng temen-temen;positive
Cozy place to hang, tapi akan lebih baik jika kasir menjaga keramahan kepada pelanggan.;neutral
Menunggu makanan yg dibungkus terlalu lama;negative
makannya enak enakkk;positive
Pelayanan baik dan ramah, tersedia 3 varian ukuran cup untuk minumannya.;positive
Kedai kopi terbaik ini mah 🎉🤟🤟 …;positive
good place;positive
good food good mood;positive
Tukang parkir nya gimana sih, gak sopan males banget;negative
Tempat bagus utk bersantai;positive
Tempat kongkow with my homies best bgt⭐️⭐️⭐️⭐️⭐️;positive
Lama kehausan;negative
Kopinya enak. Makanannya enak. Tempatnya nyaman;positive
Mie Gacoan apa ya namanya, si best seller di Nanika Coffee.. cita rasanya enak, porsinya pas, rating 8,9/10 boleh lah.. Minuman non coffee (greentea macha) best juga.. suasananya juga enak buat kongkow bareng mentemen.. waitersnya ramah, penyajian pe;positive
Survei tempat, sambil healing;neutral
Ksni gegara ada acara pernikahan,,, suasananya ygpasti enak banget, nuansa alam..;positive
Cafe yg ideal utk foto2 bersama pasangan, teman ataupun keluarga dgn konsep desain indoor dan outdoornya yg unik, estetik dan tiap sudutnya begitu instagramable. The price is a bit stiff, but it's worth the money. Sure, you can get premium sweet food;positive
Rasa minuman dan cemilannya enak (rekomendasi: Cireng), pelayananya baik, suasananya asik, yang di indoor adem karna ada ac nya.Yang outdoor nya juga bagus, ada juga smooking areanya.;positive
Pelayan nya bisa senyum ga kalau muka keras kek emot batu diwa mending ga usah jadi pelayan aja;negative
kalo siang (sorry) agak bau pup kucing ya kalo di dalem,klo di luar enak sih;negative
Enak...;positive
Buttetcream latte juara baru! 💫 …;positive
"Tempat yang nyaman buat nongkrong ataupun kerja, ada ruang terpisahnya gitu.. Oke banget
Terus untuk minumannya top deh, makasih buat mbak barista udah rekomendasikan …";positive
crowded but good place to get funtalk with your partner and friends. With many choices in menu, you will feel free to choose kind of coffe and meal that you want. …;positive
Cafe yang pas buat dijadiin aktivitas kreatif baik sendiri atopun dengan keluarga (+ anak2)..., bisa buat kerja juga, buka 24 JAM dengan varian menu yang ga bikin bosan dan rasanya enak.. es teh party nya jumbooo... kopi Gano dan kopi …;positive
Tempat yang unik, dan bagus buat nongki;positive
Lumayan ramai;neutral
"Makanannya enak, rotinya bikin kenyang. Minumannya juga enak, dan baristanya pasti lihai banget. Tempatnya juga nyaman.
Cuman 1 yang kurang, mbak resepsionis/kasir kurang ramah dan ga fleksibel. Kita nanya, dia nanya balik sampe bikin ga nyaman. Haru";neutral
Toastnya juaraaa;positive
Sesuai harga;neutral
Tempatnya adem, ga berisik oleh ga terlalu di tengah jalan raya. Cocok buat ngobrol and meeting something like that, try it out !;positive
🙌🏻 …;neutral
Lukisan;neutral
