ulasan;label
Tempatnya cozy... enak buat nongkrong bareng temen atau pacar;positive
Enak dan mantab buat nongki;positive
Nyaman kalau di in door, kalau di out door bau pedesnya lumayan menggoda ..lapar 😃😃 karna disamping ada r.makan seblak 😀;positive
First time masuk wow tempat nya nyaman buat santai😉🤏🏻 …;positive
makanan enak , cake nya ud nyiba 3 varian semua enak minuman juga enak, pelayanannya yg top ramah dan friendly;positive
Tempat cuci enak pingir jalan aja sih,;positive
"Yang suka Single Origin kedai kopi ini recomended banget untuk area Palangkaraya
Pelayanannya ramah, tempat bersih dan nyaman …";positive
terbaik;positive
Tempat nongkrong yang asyik;positive
Good;positive
Nunggu makanannya lama, sdh 2 jam lebih.. sampai skrng masih nunggu;negative
Makanan sudah mau habis minuman nya ga datang² juga , kacau parah pelayanan nya apalagi kasir nya 👎👎👎 …;negative
good place to sit and relaxing. nearby hospitals and also provide spacious parking line. has live music shows at weekends times;positive
Almond choco dgn triple peach americano nya enak, tempat nya juga nyaman buat bersantai.;positive
Lumayan bagus tempatnya;positive
Mantap, makann nya enak2👍👍 …;positive
Best coffee in Palangkaraya city, quick service, comfy and cozy place.;positive
Tempat yang lumayan besar dan nyaman rasa dan harga terjangkau;positive
Minuman nya enak & Tempat nya mantap utk nongkrong;positive
Tempat yang tepat untuk bersantai 👌 …;positive
Bagus;positive
tempatnya gak begitu luas tapi selalu rame. pilihan menunya banyak dan beragam;positive
Kamu sayang ngga sama aku, kalau engga biar aku tinggal ngopi sama yang lebih sayang 😄 es kopi sekut …;neutral
Tempat nya cozy untuk menggibah hahahah Pelayanannya ramah meskipun senyumnya tipizzz banget🥲 …;positive
Rekomendasi ngopi di Palangka;positive
Menu camilan kurang variatif;negative
Good place to chill and talk;positive
Makanan di sini cukup enak, terutama Cireng Kuah yang jadi alasan utama saya tertarik datang. Teksturnya kenyal dengan kuah yang gurih, benar-benar cocok untuk cemilan pembuka. Sayangnya, Iga Bakar kurang memuaskan, tekstur dagingnya kurang …;neutral
Love the vibes. Ada hawa-hawa working space di tempat ini. Terniat tar mau ke sini bawa kerjaan. Tp kurang cocok klo mau rapat online, musiknya lumayan kenceng ... …;positive
ternyaman;positive
Sukaa sama menu nya yg banyakk, makanan dan minuman yg enakkk bangetttt🥹🥹❤️❤️❤️ trus tmptnya jg bikin nyaman untuk nongkiii🫰🏻🫰🏻 jayaaa terus maju makmur semoga makin ramee💪🏻 …;positive
"Tempatnya oke dan cukup luas,cocok buat nongkrong bareng teman2
Makanan dan minuman jg oke
Recommended dimsum dan cirengnya";positive
Lumayan;neutral
Salah satu tempat favorit untuk nongkrong dan santai bersama keluarga,tempat serta suasananya nyaman dan juga untuk menu yang tersedia bervariasi.....;positive
Varian minuman yg full good,non area disabilitas,ramah ,nyaman, banyak para sales kumpul, cocok bt bicara bisnis;positive
"Bakmi nya enak banget masya Allah..
Kopi nya juga masih tetep jadi favorite 👌🏽
Tempat nya luas, parkiran luas dan crew nya semua ramah 🤗✨ …";positive
Asyik untuk mencuci mobil dan santai minum kopi;positive
Tempat santai enak. Ada outdoor nya di belakang. Untuk menu sama kyk Nvrlnd pertama dan rasa yang sama 🥰 …;positive
Bagus pelayanan nya;positive
Menarik;positive
Enak banget kopinyaa;positive
Tempat yang nyaman;positive
Tabu nian;neutral
"Sangat Recommend untuk bersantai, pelayanan memuaskan 🔥🔥

Harga mahasiswa ☑️ …";positive
Suka banget mienya di sini, porsinya pas dengan harganya dan radanya enak banget, gak keasinan, gak hambar juga;positive
Ruaammee poll sihh.. mungkin karna awal buka dan outlet pertama di Palangka Raya. Ruangan nyaman, walaupun kalau lagi rame agak berisik.;positive
Lumayan, patut dicobaa..;positive
kali pertama berkunjung, have no complaint yet selain wondering harga 25'k untuk sebuah cafe latte dengan porsi minimalis dan rasa rata-rata, better be going somewhere with signature kopi susu 20'k ngga sih..? …;negative
Suasanany enak pas ga trllu pnh pengunjung;positive
Excited !!!;positive
mantap;positive
Selain rasa makanan dan minumannya enak, pelayan dan tempatnya baik 👍🏽 rekomendasi deh pokoknya …;positive
Tempat lumayan oke...cuci mobil sambil ngopi!;positive
"Terfavorit tetep kopi eskobar dan kopi maju makmur, tapi capucinonya juga mantap ternyata 🥰
Makanan2nya juga enak, walo kalo lagi rame pengunjung agak lama nunggu makanan …";positive
Tmpat nya asik spotnya banyak . Minuman sma makannya enak;positive
Jaka sembung makan permen, oke men;positive
Snack2 nya enak... Minumannya juga enak banget...tempatnya nyantai...;positive
Nice place...asik buat nongkrong bareng temen-temen;positive
Cozy place to hang, tapi akan lebih baik jika kasir menjaga keramahan kepada pelanggan.;neutral
Menunggu makanan yg dibungkus terlalu lama;negative
makannya enak enakkk;positive
Pelayanan baik dan ramah, tersedia 3 varian ukuran cup untuk minumannya.;positive
Kedai kopi terbaik ini mah 🎉🤟🤟 …;positive
good place;positive
good food good mood;positive
Tukang parkir nya gimana sih, gak sopan males banget;negative
Tempat bagus utk bersantai;positive
Tempat kongkow with my homies best bgt⭐️⭐️⭐️⭐️⭐️;positive
Lama kehausan;negative
Kopinya enak. Makanannya enak. Tempatnya nyaman;positive
Mie Gacoan apa ya namanya, si best seller di Nanika Coffee.. cita rasanya enak, porsinya pas, rating 8,9/10 boleh lah.. Minuman non coffee (greentea macha) best juga.. suasananya juga enak buat kongkow bareng mentemen.. waitersnya ramah, penyajian pe;positive
Survei tempat, sambil healing;neutral
Ksni gegara ada acara pernikahan,,, suasananya ygpasti enak banget, nuansa alam..;positive
Cafe yg ideal utk foto2 bersama pasangan, teman ataupun keluarga dgn konsep desain indoor dan outdoornya yg unik, estetik dan tiap sudutnya begitu instagramable. The price is a bit stiff, but it's worth the money. Sure, you can get premium sweet food;positive
Rasa minuman dan cemilannya enak (rekomendasi: Cireng), pelayananya baik, suasananya asik, yang di indoor adem karna ada ac nya.Yang outdoor nya juga bagus, ada juga smooking areanya.;positive
Pelayan nya bisa senyum ga kalau muka keras kek emot batu diwa mending ga usah jadi pelayan aja;negative
kalo siang (sorry) agak bau pup kucing ya kalo di dalem,klo di luar enak sih;negative
Enak...;positive
Buttetcream latte juara baru! 💫 …;positive
"Tempat yang nyaman buat nongkrong ataupun kerja, ada ruang terpisahnya gitu.. Oke banget
Terus untuk minumannya top deh, makasih buat mbak barista udah rekomendasikan …";positive
crowded but good place to get funtalk with your partner and friends. With many choices in menu, you will feel free to choose kind of coffe and meal that you want. …;positive
Cafe yang pas buat dijadiin aktivitas kreatif baik sendiri atopun dengan keluarga (+ anak2)..., bisa buat kerja juga, buka 24 JAM dengan varian menu yang ga bikin bosan dan rasanya enak.. es teh party nya jumbooo... kopi Gano dan kopi …;positive
Tempat yang unik, dan bagus buat nongki;positive
Lumayan ramai;neutral
"Makanannya enak, rotinya bikin kenyang. Minumannya juga enak, dan baristanya pasti lihai banget. Tempatnya juga nyaman.
Cuman 1 yang kurang, mbak resepsionis/kasir kurang ramah dan ga fleksibel. Kita nanya, dia nanya balik sampe bikin ga nyaman. Haru";neutral
Toastnya juaraaa;positive
Sesuai harga;neutral
Tempatnya adem, ga berisik oleh ga terlalu di tengah jalan raya. Cocok buat ngobrol and meeting something like that, try it out !;positive
🙌🏻 …;neutral
Lukisan;neutral
Tidak apa-apa;neutral
Minimalis tapi kupinya nendang;positive
Pesen didepan ambil sendiri setelah dipanggil lewat speaker selain cash bisa transfer;neutral
Americano cocok di lidah saya. Proses take away pun cepat. Bisa bayar pake QRIS. Mungkin next time coba dine in.;positive
"Makanan, minuman & suasananya enak.
Pegawainya agak pendiam tapi ga masalah sih …";positive
Sesuai lah untuk kaula muda...;positive
Signature Kopi : Creamy Aren Latte. 4.5/5 Creamynya pas. Gak ada bitter after taste sih. Layaknya kopi susu gula aren pada umumnya. …;positive
Buat yang pingin nongki tapi gak jauh dari tempat kerja ini bisa jadi salah satu rekomendasi cafe yang bisa kamu kunjungi. Minumannya enak indoornya dingin;positive
Pertama kali coba nyuci mobil disini emang udah dibilangin untuk uang receh di bawa cuma saya sengaja hanya di pindah aja masukin box di mobil;neutral
Pesan ayam rica-rica yg datang lebih byk tulangan ayam drpd daging ayamnya maaf boleh diperbaiki kualitas menu ayam rica2nya;negative
Biasa aja;neutral
Tidak sangat rekomendasi;negative
Tadi jam 6 sore kesini dimintain 150rb karna katanya harga malam dan mobil kotor (pdhl tujuan cuci mobil karna mobilny kotor ga sih? Klo bersih ngapainn ke pencucian mobil??) dan pas nyuci aku perhatikan itu nyuci disiram2 trs nyabunin asal lewat doang. Padahal udh banyak yg review sama lohh;negative
menu lumayan lengkap;positive
"Sangat pas untuk Nongki, tapi terlalu ramai sehingga untuk privasi agak kurang.
Kalau mau privasi room harus jd membee dulu.";neutral
makanan enak ambience nya juga oke tapi buat servicenya kurang banget ya. udah berapa kali makan disini tp keknya ga ada perubahan di pelayanannya. kasirnya pelayanan kurang ramah pesen minum dan makan makannya doang yg dianter;negative
Makannya udah ready tapi GK bilang udah ready kebanyakan asik mengosib atau mengubah orang...kasir nyaaa GK pantas jadi kasir pelayanan jelek;negative
Aku mesan makanan take away jam 11.35 WIB dan kasirnya bilang nanti diantar pesanannya ke tempat duduk (pov : aku duduknya dekat pintu diluar dan dekat dgn kasir) dan sampe 1 jam 15 menit pesanan aku belum diantar juga …;negative
udah banyak rating ni jelek. apa emang gabut aja buka usaha. coba di ganti karyawan tu;negative
Cafe andalan setiap makan siang ❤️;positive
Makanan nya enak².. pas banget istht kerja disni..pilihan menu makanan nya lumayan bnyak;positive
Saya kira Dubstep 😂 …;neutral
Udah reservasi buat ngerjain tugas .. eh malah meja reservasi kami yang lagi kami dudukin di over ke orang lain padahal kami masih duduk disitu;negative
Saya suka dengan makanan pelayananannya . Uasana juga nyaman. Rekomen semua. Tp satu yang kurang kadang posisi favorit di teras depan selalu terisi tapi yang ngisi bukan tamu malah kadang pemilik/ penjaga/ barista/ pekerja parkir. Harusnya utamakan tamu. Hanya itu sih;positive
makanan udh habis roti belum datang;negative
Saya dari user gofood karena gofood gabisa ngasi review kalo belum beli jadi saya izin ngasi review di sini. Mau nyaranin aja;neutral
Kualitas pelayanan sangat bad mungkin oknum yaaaa tapi yang namanya kerja di pelayanan;negative
harga minuman nya rata rata diatas 22rb.;neutral
"Makanan sama minuman masih banyak, main dibuang buang aja, baru ditinggal bentar ke toilet, payah, lain kali bikin papan tulisannya ""JANGAN DIBUANG MASIH DIMAKAN";negative
Ayam katsunya;neutral
Barusan pesan makanannya lewat gojek pesan menu sweet and sour chiken untuk nasinya tolong di perhatikan lagi ya ka soalnya kaya masih mentah dikit untuk ayamnya enak bumbunya enak cuma paling di banyakin aja lagi bumbunya karena;negative
tapi hari ini saya pesan americano take away malah diinput caramel macchiato. sedih saya karna maunya americano disini enak sekali. karna saya buru-buru jadi saya gak bisa nunggu untuk pesan lagi;negative
sayang kurang luas aja sich;neutral
beberapa kali beli chicken salted egg disini sangat yummm tp kurang cabe huhu mungkin bisa bikin add on bubuk cabe/cabe potong/kecap cabe sperti secbowl?😬👍🏻💯 …;positive
"Makanan enak, minuman enak, lokasi bagus,.cocok lah untuk santai,.
Saran, fasilitas kurang musholla, waktu pertamakali datang, musholla bisa digunakan, kedua kali datang sudah tidak bisa lagi digunakan. Semoga mushollanya segera bisa digunakan kembali.";positive
"Telah menunggu rumah pencuci mulut di Pky..
Petunia menjadi hadiah kecil untuk pecinta makanan manis seperti saya.. …";positive
akhirnya take away cake aja deh keburu laper nunggu antrian 😁. …;neutral
Lumayan sulit untuk mencukupi persyaratan dan tata caranya;neutral
"Minumannya terbilang enak2.
Antrinya aja yg agak padat, kebetulan saat itu siang menjelang sore.
Kalo tidak teliti, antrian kita bisa keserobot seperti 2x pengalaman teman yg …";neutral
katsu sambal matta nya harus dicoba.;positive
Wajib banget kesini sudah pasti ga bakal ngecewakan;positive
"Makanan nya variatif n enak lho dr yg pertama dia buka
Cafe nya tambah nyaman";positive
sebenarnya mau cancel aja pesanannya. pelayanan buruk;negative
F&B affordable pelayanan standar—cenderung lama;neutral
Sekut banget nya selalu jadi favorit qt 🥰 …;positive
mungkin byk orderan kali ya;neutral
"Makanannya lumayan, tapi terlalu manis.
Pelayanannya lama dan kacau, sepertinya perlu ditingkatkan.";negative
tapi makanannya krg cocok;negative
dan cafe pertama kali yg aku pesan menu semua ada churros and waffle #like;positive
"Semua makanannya enak ...
Cuman kopinya menurut saya kurang kental jadi terlalu encer...";neutral
Cocok untuk acara-acara outdoor di malam hari feel-nya lebih dapat 🤗 …;positive
Siang jam 11.20 Nyobain karena ada iklannya di Ig pesan special chicken steak ayam kentang telur dan saosnya Alhamdulillah bisa dinikmati sayuran bekunya sayangnya basi;negative
Krennn ada live musicnya🙏 …;positive
Parkir luas ada meja kursi outdoor suasana di indoor agak panas dan musik terlalu keras sehingga ngobrol kurang nyaman. Untuk menu udah lumayan kopinya enak camilan juga decent;neutral
"Tempatnya lumayan, yg menurutku gak fair itu, gak ada harganya di menu.
Ini jadi nilai minus sekali.
Terkesan menutupi harga.";negative
datengnya satu setengah jam! udah diingetin 2x ternyata masih lupa. pas dateng yang dianter kentang goreng yang udah dingin+keras.;negative
padahal gak terlalu ramai yang dateng. semoga di bisa di tingkatkan ya pelayanannya.;negative
Beberapa kali ksini..sop iga nya sih juara menurut q..bumbu nya medok dan segar..klo rasa kurang enak badan kurang selera makan..sop iga d sini cocok kr merica nya nendang sekali..;positive
Beberapa kali ksini..sop iga nya sih juara menurut q..bumbu nya medok dan segar..klo rasa kurang enak badan kurang selera makan..sop iga d sini cocok kr merica nya nendang sekali..;positive
menurut saya untuk makanan & minuman semua enak kok cuman lumayan lama menunggu pelayanannya saya rasa cukup ramah;positive
Pas aja sih;positive
Enak makanannya hanya saja variasi kurang banyak;positive
Murah cuma tempat makan kurang nyaman;neutral
view bagus..layanan kurang karena tidak ramah;neutral
cocok buat ngisi jam makan sianga🫶🏻🫶🏿 …;positive
Sangat tidak ramah diminta tolong bantu antarkan cake ke meja depan aja kada mau dengan dalih self servis;negative
Tidak ramah;negative
Pelayanan kurang memuaskan;negative
Enak mantap rasa sesuai harga hanya parkir sempit dan tidak ada yang atur;neutral
tapi paling suka ayam betutu sihh;positive
Enak tpi mahal;neutral
tapi antriannya ituloh 😭 …;neutral
Boleh lah. Live musiknya juga bikin suasana hidup. Jadi yang ga doyan main hp pas ngumpul ga ngang ngong aja disitu hehe;positive
"Ga becus management karyawan.
Tarif nego dimanfaatkan untuk ceperan, segala kondisi mpbil dianggap admin yg merangkap sbg kasir adalah kondisi kotor banget. …";negative
Mempunyai rasa yg konsisten tapi bisa berubah tergantung mout barista 😅 …;neutral
sudah beberapa kali kesini;neutral
Risolnya enak ga pelit sayur dan isiannya ga kering;negative
Setelah di renov jadi makin bagus tempatnya pelayanannya juga ngga yang lama lama banget udah berubah lah pokonya dari segi tampilan sama pelayanannya;positive
mniman sama snacknya enak..tapi pelayanannya kurang fokus dan ga terlalu ramah. stidaknya playanannya ditingkatin lebiih lagi.;neutral
Makanan minumannya gaada masalah enak enak aja tapi tolong dievaluasi pelayanannya. Saya liat ada review serupa di bawah sekian bulan yg lalu tapi masih aja pelayanannya kurang mengenakan. Inputnya lambat sambil ngobrol dan sibuk sendiri;negative
untuk pelayanan kasir bisa lebih ditingkatkan lagi ya supaya lebih ramah ke pembeli.;negative
pelayan nya kurang ramah senyum tapi gapapa karna makanan nya enak tempat nya aesthetic bisa buat nongkrong;positive
"Adminnya slow respon.
Makanan banyak kosong dan sedikit menunya.
Makanannya sudah pesan tp datang terlambat. …";negative
24 jam ada juga ruang vip menunya banyak;positive
untuk karyawan kitchen nya. makanan yg saya beli tadi nasi nya masih mentah dan masih di serving.;negative
20/02/25 pesen roti Bakar Tiramisu sama Soto Betawi Roti nya rasa Beef Burger asin bneran rasa Patty burger di kasih tiramisu Soto Betawi kuah enak sayur oke Daging nya ga matengg alot prengus daging sapi;negative
Salah satu kafe di jalan mahir mahar berada di lingkar luar palangkaraya lumayan cukup jauh dari tengah kota suasananya masih alami seperti di hutan;neutral
tapi kopinya b aja;neutral
Mangkuk Nasi Ayam Cabai Asin dengan spageti aglio ⭐️⭐️⭐️⭐️⭐️;positive
Tempatnya bagus..toastnya enk..cuma kopi caramel dan tiramisunya sedikit pahit..mungkin yg suka kopi pekat suka..tapi ak suka sedikit manis...so far suka nongkrong dsni..cuma kemarin nongkinya ga bs lama..d rebut kursinya sama cewe ga da sopan santunya..kesal..;positive
terus kopinya juga sesuai sama selera aku;positive
Cafe nya bagus;positive
"Ayam wokunya enak, bumbunya berasa, wangii.
Banana roll nya juga enak, tapi sayang gahabis makannya waktu itu karna ada rambut dalam pisangnya😭 padahal masih mau makan, sayang juga ga sempat komplain langsung …";neutral
Sekedar masukan kalo ada kursi yg penuh tolong sampaikan lewat abang parkirnya ketika kastamer baru sampai. Jadi biar gak sia² ketika lagi pengen dine in. Sempat bingung cari tempat duduk;neutral
harga kaki lima 👍🏼 …;positive
Sundul best lah. harus coba.;positive
"Suasananya nyaman. Biasanya makanannya enak, tapi sayang kali ini baby cumi yg disuguhkan sudah basi.
Kasir sangat tidak menyenangkan an congkak.";negative
"Sedap sedap nikmat. Makanan atau minuman yang dipesan cepet banget datengnya.
Oiya... Kalau datang mending sorean aja yaa. Kebetulan saya datangnya pas siang, jadi rasanya kaya lagi di saunaaaa~~~~~";positive
rada kumuh. Minuman dan makanan lumayan ga terlalu mahal dibanding tempat lain yg sejenis;negative
Pelayanannya buruk staf terkesan tidak ramah dan seperti tidak peduli dengan pelanggan. Selain itu musik yang diputar tidak enak didengar;negative
"Maaf, biasa banar..
Mie gorengnya banyah aka. lembek.. Minta tambah telor dadar di mie gorengnya ga bisa.. …";negative
dan cukup menenangkan karena gak terlalu ramai di hari kerja;positive
Enak kopinya pas. Sesuai harga;positive
Parkir susah kalau pake mobil apa lagi hujan. Ga ada payung.;negative
. Dan tempat tunggu nya  agak kurang kecuali kita di dalam cafe;neutral
Tempat bagus.. Bersih.. Lap parkir lumayan ada musiknya tapi musiknya agak di kecilin jgn terlalu di besarin suaranya.. Oleh ya kita mau ngobrol jd menjerit.. Jd besar suara kita..;positive
kurang luas tempatnya image nya hanya sekedar tempat konsumen nunggu cuci mobil.;neutral
"Cafe 24 jam yang lokasinya strategis.

Vibes malam sama siang jujur beda, kalau malam penuh kalau siang lebih enak buat …";neutral
Suasana nya asyik untuk pastri nya karna udah dingin jadi rasa nya biasa aja;neutral
Recomended makanannya enak. outdoornya nyaman. kurangnya AC indoor masih kurang dingin, jadi terasa pengap.;positive
Mohon tukang parkirnya bisa lebih tertib lg.;neutral
"Pelayanannya lumayan lambat
Minumannya saja datang sekitar setengah jam lebih, bahkan snack nya sudah duluan diserve …";negative
Pelayanan jelek, orang mesan croisant tapi ga diantar2. Ditanyain nanti diantar, jawabannya. Ditungguin sampai sejam ga diantar2. Malah yg baru datang di antar. Karyawannya ganti sama yg lebih teliti;negative
"pelayanannya baik, ramah.
susunan kursi agak kurang nyaman, karena menumpuk di pojok2.";neutral
minesnya ga ad wifi sih overall worth ith suasananya adem;positive
karna aku lumayan picky untuk urusan kopi dan syukurnya aku ketemu sama coffeshop ini …;positive
Tempatnya rame banyak cewe cantik kadang ketemu temen lama;neutral
Pembuatan Asal Asalan Seal tidak rapat;negative
Saya kasih bintang 4, karena saya harus menunggu 55 menit untuk makanan siap dihidangkan. Saya datang siang hari pukul 11.30 WIB, jam makan siang. Untuk pelayanan nya ramah, caramel macchiato favorit saya dan rekomen buat kalian. Nasi di …;positive
Nyaman karena agak masuk kedalam tempatnya nongkinya siang sih kurang kipas angin aja diluar nya kayanya bakalan bagus;positive
ulasan utk carwash. bukan cafe nya. kirain cuman di aku doang zonk, pas buka review rata2 sama wkwkw uang parkir hilang, mobil tetap kotor😭🤣 terimakasih jera dan tak akan kembali …;negative
kalo sepii wkwk. bukan maksud mendoakan cafe ini agar sepi tapi saya suka banget feelnya kalo lagi sendirian dan ga ada orang lain. kalo udh jam makan siang bakal rame ini cafenya wkwk. sukses terus;positive
Sebenarnya lumayan karna bisa nunggu sambil ngopi di cafe. Sayang hadil nyuci motor ngga ada bedanya, ngga ada bersih bersihnya. Mengecewakan. Foto hasil saya lap sendiri juga. Krn darisana memang Ngga di lap kering, jadi  kalau langsung dibawa jalan debu bakal nempel semua.;negative
Pelayanan cukup baik namun kurang ramah;neutral
enak makanan nya hihi tpi agak kurang pelayanan nya :) apa gara gara pulang kerja jdi kucel ? jdi kurang berminat melayani?;negative
duh tolong bgt kalo owner nya suka bacain minta tolong bgt di tegur karyawannya yang suka judgemental baru masuk pintu aja udah di ketawain emang kenapa? ga pernah liat manusia ya karyawannya? ciri” barista yang judgmental yang bertatto;negative
"Makanannya enak semua, tapi maaf ya tukang parkirnya sangat tidak ramah. Tadi siang saya makan siang disana, ketika pulang, keluar parkiran dibentak tukang parkir ""lain kali jangan parkir disini! Banyak macamnya!"" …";negative
Harus coba americano lychee nya..;positive
kalo kesini mau coba menu yang lain lagi;positive
pas didompet;positive
Banyak ciwi cantik kisaran jam 6 sampai jam 8 tempatnya sederhana & parkiran nya luas;positive
Cukup baik;positive
Makanan agak kurang rasa kopinya standar. Harga jg standar. Pelayanan oke sih tp. Cm mungkin krn ini cafe hitz ya jd ramai beut;neutral
dari SMA smpe kuliah pun masih tetapppp suka kesini dari masih jomblo sampe skrg udah punya pcar pun masih suka nongkrong disini;positive
"Dikelola oleh tim yang sama yang memiliki About Something, mereka tahu permainan mereka.

Menu dan konsepnya dirancang dengan baik. Harganya sangat terjangkau dan sesuai dengan situasi pasar Palangkaraya.

Semua makanannya enak, favorit pribadi saya adalah Pisang Goreng Madu dan Roti Bakar Srikaya. Sayang sekali sebagian besar minuman mereka terlalu manis untuk saya (tapi ini sepenuhnya bersifat pribadi). Biasanya saya hanya memesan kopi hitam atau es teh tanpa pemanis.

Satu hal utama yang perlu mereka perbaiki: waktu layanan. Mereka menyajikan makanan dalam waktu 30 menit hingga satu jam setelah kami memesan. Di luar jam sibuk masih menunggu 30 menit. Saya tidak tahu apakah ini masalah SOP atau staf, tapi ini bisa menjadi masalah dalam jangka panjang. Tolong segera perbaiki.";positive
Singgah karena lagi makan di resto dekat situ. Kopi sundul nya enak, cuman kopinya kurang strong aja. 8,5/10;positive
Bisa dibilang disini tuh tempat makan 'mahal' yg sesuai lah, kenapa? Soalnya makanannya enak² trus porsinya gede, saya kemaren hampir gk habis makannya 😅 gak cocok buat tempat makan pas akhir bulan wkwkwk …;neutral
Tidak ber ac;neutral
"Ada 3 pilihan tempat, indoor, indoor smoking area dan outdoor.
Caramel machiattonya bisa diterima oleh lambung. Main course-nya enak2, dihidangkan dengan lumayan niat dan gak ngasal, bikin semangat makan.";positive
sedikit lebih pricy tp worth lah;neutral
Kalau belum bisa handel orderan online mending tutup aja dulu;negative
Luar biasa;positive
banyak antri dan penuh orang;neutral
porsi dikit tapi layanan dan suasan mntap lah dah itu aja .;neutral
Suka kopi sundulnya, tapi minta yang kurang manis atau double shoot.;positive
"Buat ngumpul-ngumpul oke, buat santai oke, harga oke, yang pasti Oke-oke lah.

Kalian harus coba, kalo udah cocok #janganjera kesana lagi.";positive
Minuman dan makanannya enak semua yang kami pesan. Pertama kalinya ke sini tapi sudah memberi kesan yang kurang bagus dari segi pelayanan. Kami sudah kasih list pesanan duluan ke kasir tapi kelewat ngga diinput ke nota jadi yang datang jauh …;negative
Parkiran tolong diperhatikan lagi kalo gak ada lahan parkir mending pindah. Baret mobil saya  di dempet2 Ama kang parkir. Layanan cashiernya gak bersahabat banget. Tapi gpp ketolong Ama makanannya yang enak. PR banget buat Parkirnya. Sekarang kalo kesana pake motor;negative
"Ada rambut di makanannya
Terus mba kasir dan mas kasirnya ketawa2 krna teman saya duduk di kursi dan kursinya patah, kita tau kita salah tapi ga seharusnya diketawain hehe ga sopan
Trims";negative
cmn sygnya kurang nyaman buat bawa baby krn ga ada kursi duduk baby kayak di restoran/cafe lain.. Jadi agak susah kalo mau naruh baby nya & harus bawa stroller sendiri.. Selama ini sih …;negative
Udahlah dah gakperlu diraguin wkwk kalo udah cocok mah mesti bakal balik dan balik lagi. Kaya aku 🤩 hehe …;positive
Suka cafe ini karena buka pagi2 cocok buat kami yang cuma punya waktu nongki di pagi hari 😁😍kemaren pesan kopi yg signature 1969 latte iced pas banget di aku;positive
"Tempat nyaman, rasanya enak menunya bervariasi.
Tapi sistem pemesanan agak ribet, scan barcode hanya untuk lihat menu saja bukan sekalian pesan via link. Jadinya 2x antri buang2 waktu";negative
Makanan nya enak... Tapi blm children friendly sama prayer room nya belum ada, kalo diadain wah bisa tambah betah nongkrong;positive
pengalaman menyenangkan bgt barita nya ramah2;positive
Kedai kopi dengan konsep rumah lama, waktu paling favorit ngopi pada pagi hari jam 7-9 pagi dan 3-5 sore. Beans kopinya variasi sehingga bisa mencoba berbagai rasa. Untuk makanan favorit saya bebek prestonya. Untuk range harga 20-30 K , harga yg standar untuk Palangkaraya.;neutral
Ikut meeting, suasana nyaman, lighting cukup bagus, AC dingin, ... kudapan, makanan dan minuman enak;positive
Servisnya kurang...ga ramah dan ku pinjem terminal sampe balik ga ada diantar🥱 …;negative
Tepat banget waktu nya;positive
Kopinya enak, tp chicken egg salted nya sih yang paling berkesan gak bau amis dan rasa telur asinya berasa tapi gak amis, sayang porsinya masih sedikit bwt saya trutama egg saltednya kesedikitan, kalo bisa ada tisu sih tiap table atau gak kasih yg tiap pesan makanan tisu;positive
harga minuman tergolong mahal. Makanan masih ok harganya masih masuk akal.;neutral
hingga saat saya update review hari ini (6/8/2023) coffeeshop ini menjadi salah satu yang buka 24 jam.. jadi saat anda tiba-tiba ingin ngopi setelah tahajud atau ba'da shalat subuh;positive
"Pertama kali ngupi disini
Tempatnya lumayan nyaman
Tp ga sempet foto2 sih🤣 …";positive
Rawon nya asin;negative
"Enak pokoknya
Untuk harga dan rasa ga seimbang, enak 👌
Waktu itu pesan Nasi ayam teriyaki, nasi ayam sambal matah, dan Harus Tahu …";neutral
sedikit tersembunyi, tapi cukup mudah menemukannya..;neutral
Kalinini.mengecewakan....harga nego berapapun ok di bayar. Tp semakin ke sini semakin g sebersih yg awal2. Ok fix ini terakhir sy ke sini, klo kmrn sy ksh tau tmn2 d tempt ini recomended...skrg sy tidak merekomendasikannya. Asal2an aj bersihin nya. Sdh komplen wa slow respon;negative
Makanan nya enak, masih ngerasain tahu bakso aja tapi isi nya full, kayak tahu walik gitu. Kopi nya juga enakk;positive
Selalu jadi pilihan ngopi;positive
"1. Dimsum kukus enak, berdaging.
2. Bluberry cheesecakenya, juara, selai blubberynya gak terlalu asam pas, meskipun cakenya agak keras karna di dalam mesin pendingin, tapi tetap enak , jadi …";neutral
Banyak promonya nih 😄 …;positive
Kopim mantul banyak allll 🔥🔥🔥 …;positive
Snacknya enak dan lebih murah dari cafe lain, menu serupa tapi harga bisa bersaing. Paling suka di indoor karena ber AC, tapi mejanya sedikit;positive
pelanggan bisa menunggu dengan nyaman saat mobilnya dicuci 👍;positive
Menu makanan di sini cukup lengkap dengan jam buka yang panjang. Makanannya relatif enak untuk beberapa menu, tapi beberapa menu lainnya aku rasa kurang. Terakhir ke sini pesen soto surabaya dan nasi goreng ikan asin. Soto surabayanya …;negative
Enak kami pesan dimsum mentai;positive
French fries nya daduhaaiii....;positive
Matcha nya enaak;positive
Lumayan pricey tapi tempatnya oke;neutral
"Kalo tengah malam butuh kopi dan workspace cocok, buka sampai subuh soalnya😂
Minuman dan makanan beratnya selalu ready, jarang sampai kehabisan …";positive
Harga standar rasa minuman kurang sih cenderung manis saja tempat outdoor bagus indoor nya kurang bagus;neutral
